Player,Pos,Age,Tm,G,GS,MP/G,FG/G,FGA/G,FG%,3P/G,3PA/G,3P%,2P/G,2PA/G,2P%,eFG%,FT/G,FTA/G,FT%,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G
George Hill,PG,31,TOT,60,53,27.3,3.6,7.7,.461,1.3,3.1,.422,2.3,4.6,.487,.546,1.8,2.3,.779,0.7,2.1,2.7,2.8,0.9,0.4,1.4,2.0,10.2
George Hill,PG,31,SAC,43,36,26.6,3.6,7.6,.469,1.3,3.0,.453,2.2,4.6,.480,.558,1.8,2.3,.778,0.5,2.2,2.7,2.8,0.9,0.3,1.4,1.7,10.3
George Hill,PG,31,CLE,17,17,29.1,3.6,8.1,.442,1.2,3.5,.356,2.4,4.6,.506,.518,1.7,2.2,.784,1.0,1.8,2.8,2.9,0.8,0.6,1.3,2.5,10.1
Solomon Hill,SF,26,NOP,2,1,9.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0
Darrun Hilliard,SG,24,SAS,14,0,6.8,0.4,1.4,.263,0.0,0.4,.000,0.4,0.9,.385,.263,0.4,0.5,.857,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.1
Jrue Holiday,SG,27,NOP,71,71,36.5,7.5,15.5,.487,1.5,4.5,.341,6.0,10.9,.548,.537,2.4,3.0,.787,0.7,3.7,4.4,5.8,1.4,0.8,2.5,2.5,19.0
Justin Holiday,SG,28,CHI,62,62,32.8,4.1,10.9,.374,2.3,6.3,.367,1.8,4.6,.383,.479,2.0,2.4,.823,0.5,3.8,4.3,2.2,1.1,0.5,1.4,1.9,12.4
John Holland,SF,29,CLE,17,0,7.3,0.6,2.1,.306,0.4,1.4,.304,0.2,0.8,.308,.403,0.2,0.4,.667,0.2,0.8,1.1,0.2,0.4,0.1,0.2,0.4,1.9
Rondae Hollis-Jefferson,SF,23,BRK,58,49,28.1,5.2,10.9,.474,0.2,0.8,.245,5.0,10.1,.493,.483,3.8,4.8,.786,1.6,5.1,6.7,2.4,0.9,0.7,1.7,2.2,14.4
Richaun Holmes,C,24,PHI,36,2,14.9,2.5,4.8,.517,0.1,0.8,.107,2.4,4.0,.597,.526,0.8,1.1,.683,1.2,3.2,4.4,1.3,0.4,0.6,0.6,2.0,5.8
Rodney Hood,SG,25,TOT,51,17,27.2,5.5,13.0,.421,2.3,6.0,.379,3.2,7.0,.457,.508,1.9,2.1,.881,0.4,2.4,2.8,1.6,0.7,0.2,1.4,1.8,15.1
Rodney Hood,SG,25,UTA,39,12,27.8,6.0,14.2,.424,2.6,6.7,.389,3.4,7.4,.455,.516,2.2,2.5,.876,0.4,2.5,2.8,1.7,0.8,0.2,1.6,1.6,16.8
Rodney Hood,SG,25,CLE,12,5,25.3,3.8,9.4,.407,1.2,3.7,.318,2.7,5.8,.464,.469,0.9,1.0,.917,0.3,2.3,2.6,1.3,0.7,0.3,0.5,2.3,9.8
Scotty Hopson,SG,28,DAL,1,0,8.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Al Horford,C,31,BOS,64,64,31.6,5.1,10.5,.487,1.4,3.2,.420,3.8,7.3,.517,.552,1.1,1.5,.755,1.4,6.1,7.5,4.8,0.6,1.1,1.9,2.0,12.7
Danuel House,SG,24,PHO,16,0,12.1,1.6,4.2,.373,0.5,1.9,.258,1.1,2.3,.472,.433,1.0,1.2,.842,0.6,1.8,2.3,0.5,0.3,0.1,0.3,0.9,4.6
Dwight Howard,C,32,CHO,72,72,30.5,6.2,11.3,.554,0.0,0.1,.200,6.2,11.2,.557,.555,4.1,7.2,.569,3.2,9.0,12.2,1.3,0.6,1.7,2.7,3.2,16.6
Josh Huestis,PF,26,OKC,66,10,14.7,0.9,2.7,.330,0.5,1.7,.283,0.4,1.0,.409,.419,0.1,0.3,.278,0.6,1.8,2.4,0.3,0.2,0.7,0.4,1.2,2.3
R.J. Hunter,SG,24,HOU,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
Vince Hunter,PF,23,MEM,4,0,1.8,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.3,0.3,0.0,1.5
Serge Ibaka,PF,28,TOR,67,67,27.4,4.9,10.3,.475,1.4,4.0,.346,3.5,6.3,.555,.541,1.3,1.7,.811,1.0,5.2,6.2,0.8,0.4,1.2,1.2,2.8,12.5
Andre Iguodala,SF,34,GSW,59,7,25.5,2.3,4.9,.467,0.5,1.7,.267,1.8,3.2,.574,.514,0.9,1.5,.640,0.8,3.1,3.9,3.3,0.8,0.6,1.1,1.5,6.0
Ersan Ilyasova,PF,30,TOT,57,40,24.8,3.8,8.5,.451,1.2,3.5,.359,2.6,5.0,.516,.525,1.5,1.8,.798,1.6,3.8,5.3,1.2,0.9,0.3,1.0,2.2,10.4
Ersan Ilyasova,PF,30,ATL,46,40,25.5,4.0,8.7,.459,1.3,3.7,.359,2.7,5.0,.532,.535,1.6,2.0,.800,1.6,3.8,5.5,1.1,1.0,0.4,0.9,2.0,10.9
Ersan Ilyasova,PF,30,PHI,11,0,21.7,3.1,7.5,.415,0.9,2.5,.357,2.2,4.9,.444,.476,1.0,1.3,.786,1.5,3.4,4.8,1.7,0.8,0.2,1.1,3.1,8.1
Joe Ingles,SF,30,UTA,71,70,31.3,4.0,8.7,.464,2.5,5.7,.443,1.5,3.0,.505,.610,0.8,0.9,.821,0.3,3.9,4.2,4.4,1.1,0.2,2.0,2.1,11.4
Brandon Ingram,SF,20,LAL,57,57,33.8,6.1,13.1,.469,0.7,1.8,.380,5.5,11.3,.483,.495,3.3,4.8,.689,1.0,4.4,5.4,3.9,0.8,0.8,2.5,2.8,16.2
Kyrie Irving,PG,25,BOS,60,60,32.2,8.9,18.1,.491,2.8,6.8,.408,6.1,11.3,.541,.568,3.9,4.4,.889,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2.0,24.4
Jonathan Isaac,PF,20,ORL,25,8,19.8,2.0,5.2,.380,0.5,1.5,.342,1.4,3.6,.396,.430,0.6,0.8,.714,0.6,3.0,3.6,0.6,1.2,1.2,1.0,1.8,5.0
Wesley Iwundu,SF,23,ORL,53,3,14.6,1.4,3.1,.439,0.1,0.5,.207,1.2,2.5,.489,.457,0.5,0.6,.765,0.5,1.6,2.1,0.8,0.5,0.2,0.4,1.2,3.3
Jarrett Jack,PG,34,NYK,58,56,25.6,3.1,7.2,.425,0.4,1.4,.296,2.7,5.8,.456,.453,1.0,1.2,.829,0.3,2.7,3.1,5.7,0.6,0.1,1.9,1.6,7.6
Demetrius Jackson,PG,23,TOT,13,0,5.5,0.5,1.3,.353,0.0,0.5,.000,0.5,0.8,.545,.353,0.0,0.0,,0.3,0.5,0.8,0.5,0.4,0.1,0.8,0.5,0.9
Demetrius Jackson,PG,23,HOU,12,0,5.3,0.3,1.2,.286,0.0,0.5,.000,0.3,0.7,.500,.286,0.0,0.0,,0.3,0.6,0.9,0.4,0.3,0.1,0.8,0.5,0.7
Demetrius Jackson,G,23,PHI,1,0,8.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0
Josh Jackson,SF,20,PHO,69,27,24.3,4.6,11.1,.415,0.7,2.8,.267,3.9,8.4,.464,.448,2.1,3.4,.627,1.2,3.3,4.5,1.4,0.9,0.4,1.8,2.7,12.1
Justin Jackson,SF,22,SAC,58,31,21.0,2.7,5.9,.451,0.8,2.5,.303,1.9,3.4,.558,.515,0.4,0.6,.688,0.4,2.3,2.7,1.0,0.4,0.2,0.6,1.1,6.5
Reggie Jackson,PG,27,DET,34,34,26.7,5.4,12.1,.446,1.3,3.7,.341,4.1,8.4,.491,.498,2.3,2.8,.840,0.6,2.1,2.7,5.4,0.6,0.1,2.4,2.1,14.4
LeBron James,PF,33,CLE,71,71,37.2,10.5,19.3,.545,1.8,4.9,.369,8.7,14.3,.606,.592,4.6,6.3,.725,1.2,7.5,8.6,9.1,1.5,1.0,4.3,1.7,27.4
Mike James,PG,27,TOT,36,10,19.1,3.4,8.9,.383,0.7,2.7,.265,2.7,6.2,.435,.424,1.8,2.3,.762,0.4,2.1,2.5,3.5,0.8,0.2,1.4,1.3,9.3
Mike James,PG,27,PHO,32,10,20.9,3.8,9.8,.388,0.8,3.0,.268,3.0,6.7,.442,.429,2.0,2.6,.762,0.4,2.4,2.8,3.8,0.8,0.2,1.5,1.4,10.4
Mike James,PG,27,NOP,4,0,4.5,0.5,2.3,.222,0.0,0.3,.000,0.5,2.0,.250,.222,0.0,0.0,,0.3,0.0,0.3,1.5,0.3,0.0,0.3,0.8,1.0
Al Jefferson,C,33,IND,34,1,13.6,3.1,5.8,.531,0.0,0.0,.000,3.1,5.7,.533,.531,0.8,0.9,.813,0.9,3.1,3.9,0.9,0.5,0.7,0.6,1.9,6.9
Richard Jefferson,SF,37,DEN,20,0,8.2,0.6,1.4,.444,0.1,0.4,.286,0.5,1.0,.500,.481,0.2,0.4,.571,0.1,0.8,0.9,0.8,0.1,0.1,0.3,0.6,1.5
Brandon Jennings,PG,28,MIL,5,0,14.0,2.0,4.0,.500,0.8,2.0,.400,1.2,2.0,.600,.600,0.6,0.6,1.000,0.6,1.6,2.2,4.6,0.2,0.6,1.2,0.8,5.4
Jonas Jerebko,PF,30,UTA,63,19,15.7,2.1,4.7,.451,0.8,2.1,.398,1.3,2.6,.494,.541,0.7,0.8,.792,0.8,2.7,3.5,0.6,0.4,0.2,0.4,1.8,5.7
Amir Johnson,C,30,PHI,63,10,15.1,1.8,3.3,.543,0.1,0.4,.333,1.7,2.9,.571,.563,0.7,1.2,.584,1.7,2.6,4.3,1.3,0.6,0.6,0.8,2.6,4.4
Brice Johnson,PF,23,TOT,17,0,4.9,1.1,2.2,.500,0.0,0.1,.000,1.1,2.2,.514,.500,0.2,0.2,1.000,0.5,1.2,1.7,0.1,0.5,0.2,0.3,0.8,2.4
Brice Johnson,PF,23,LAC,9,0,4.2,0.8,1.2,.636,0.0,0.1,.000,0.8,1.1,.700,.636,0.2,0.2,1.000,0.2,1.2,1.4,0.1,0.7,0.2,0.4,0.8,1.8
Brice Johnson,PF,23,MEM,8,0,5.8,1.5,3.4,.444,0.0,0.0,,1.5,3.4,.444,.444,0.1,0.1,1.000,0.9,1.1,2.0,0.1,0.3,0.3,0.1,0.8,3.1
Dakari Johnson,C,22,OKC,29,6,5.5,0.8,1.3,.564,0.0,0.0,,0.8,1.3,.564,.564,0.4,0.7,.550,0.6,0.6,1.2,0.3,0.2,0.3,0.1,0.9,1.9
James Johnson,PF,30,MIA,64,32,26.3,4.1,8.3,.501,0.8,2.6,.311,3.3,5.7,.588,.550,1.4,2.1,.674,0.8,4.0,4.8,3.9,1.0,0.7,1.9,2.6,10.5
Joe Johnson,SF,36,TOT,44,3,21.9,2.7,6.5,.411,0.7,2.5,.279,2.0,4.0,.494,.465,0.6,0.7,.875,0.3,2.8,3.1,1.4,0.4,0.1,0.9,1.2,6.7
Joe Johnson,SF,36,UTA,32,3,21.9,3.0,7.1,.420,0.7,2.6,.274,2.3,4.4,.507,.471,0.6,0.8,.833,0.4,3.0,3.3,1.4,0.4,0.2,1.0,1.0,7.3
Joe Johnson,SF,36,HOU,12,0,21.8,1.8,4.9,.373,0.7,2.3,.296,1.2,2.7,.438,.441,0.7,0.7,1.000,0.0,2.4,2.4,1.4,0.3,0.0,0.8,1.8,5.0
Stanley Johnson,SF,21,DET,58,39,27.4,3.0,8.0,.371,1.0,3.4,.284,2.0,4.6,.436,.432,1.7,2.2,.792,0.4,3.2,3.6,1.5,1.3,0.2,1.1,2.5,8.6
Tyler Johnson,PG,25,MIA,62,29,28.9,4.4,10.1,.433,1.7,4.7,.367,2.7,5.4,.490,.518,1.6,2.0,.811,0.5,3.0,3.4,2.3,0.9,0.5,1.2,2.1,12.0
Wesley Johnson,SF,30,LAC,64,33,20.8,2.1,5.1,.404,0.8,2.5,.323,1.3,2.7,.480,.482,0.6,0.9,.745,0.4,2.7,3.1,0.8,1.0,0.9,0.8,2.0,5.6
Nikola Jokic,C,22,DEN,65,63,31.6,6.3,12.6,.501,1.4,3.5,.393,4.9,9.0,.543,.556,3.6,4.2,.847,2.7,7.8,10.5,6.0,1.2,0.8,2.8,2.8,17.5
Damian Jones,C,22,GSW,5,0,2.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.2,0.2,1.0,0.0
Derrick Jones,SF,20,TOT,17,8,13.6,1.1,2.8,.383,0.1,0.9,.125,0.9,1.8,.516,.404,0.8,1.2,.650,1.1,0.8,1.9,0.5,0.2,0.8,0.4,1.4,3.0
Derrick Jones,SF,20,PHO,6,0,5.5,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.8,1.0,.833,0.3,0.3,0.7,0.5,0.2,0.7,0.2,0.3,1.5
Derrick Jones,SF,20,MIA,11,8,18.0,1.5,3.9,.372,0.2,1.3,.143,1.3,2.6,.483,.395,0.7,1.3,.571,1.5,1.1,2.6,0.5,0.3,0.8,0.5,1.9,3.8
Jalen Jones,SF,24,TOT,10,0,8.1,1.1,2.8,.393,0.4,0.7,.571,0.7,2.1,.333,.464,0.6,0.8,.750,0.7,1.4,2.1,0.2,0.2,0.0,0.2,1.1,3.2
Jalen Jones,SF,24,NOP,4,0,4.8,0.3,1.0,.250,0.3,0.3,1.000,0.0,0.8,.000,.375,0.5,0.5,1.000,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.5,1.3
Jalen Jones,SF,24,DAL,6,0,10.3,1.7,4.0,.417,0.5,1.0,.500,1.2,3.0,.389,.479,0.7,1.0,.667,1.2,1.8,3.0,0.3,0.3,0.0,0.3,1.5,4.5
Tyus Jones,PG,21,MIN,72,10,17.7,1.8,3.9,.463,0.5,1.5,.349,1.3,2.5,.531,.528,0.8,0.9,.891,0.2,1.5,1.7,2.6,1.1,0.1,0.7,1.4,4.9
DeAndre Jordan,C,29,LAC,66,66,32.0,4.9,7.6,.649,0.0,0.0,,4.9,7.6,.649,.649,2.4,4.0,.611,4.3,11.2,15.5,1.5,0.6,1.0,1.8,2.7,12.3
Cory Joseph,PG,26,IND,72,17,27.3,3.2,7.4,.428,0.8,2.3,.364,2.3,5.1,.458,.485,0.9,1.3,.756,0.5,2.7,3.2,3.1,1.0,0.2,1.0,1.8,8.1
Frank Kaminsky,PF,24,CHO,69,4,23.2,3.8,9.1,.418,1.3,3.5,.371,2.5,5.6,.447,.489,2.0,2.5,.787,0.6,3.0,3.6,1.6,0.5,0.3,0.8,1.2,10.9
Enes Kanter,C,25,NYK,67,67,25.5,6.0,10.1,.598,0.0,0.0,.000,6.0,10.0,.600,.598,2.1,2.5,.849,3.8,7.0,10.9,1.5,0.5,0.5,1.7,2.6,14.1
Luke Kennard,SG,21,DET,62,5,19.0,2.6,5.9,.434,1.0,2.5,.414,1.5,3.4,.450,.523,0.7,0.8,.863,0.3,1.9,2.2,1.5,0.6,0.2,0.9,1.0,6.9
Michael Kidd-Gilchrist,SF,24,CHO,64,64,25.2,3.9,7.7,.507,0.0,0.0,.000,3.9,7.6,.509,.507,1.6,2.3,.685,1.2,3.0,4.2,1.0,0.7,0.5,0.7,1.9,9.4
Sean Kilpatrick,SG,28,TOT,43,0,9.9,1.5,4.3,.339,0.6,2.2,.284,0.8,2.1,.396,.411,0.9,0.9,.950,0.0,1.4,1.4,0.8,0.2,0.0,0.6,0.6,4.4
Sean Kilpatrick,SG,28,BRK,16,0,11.4,1.6,5.4,.291,0.7,2.6,.262,0.9,2.8,.318,.355,1.1,1.2,.947,0.1,2.1,2.2,0.9,0.1,0.1,1.0,0.5,4.9
Sean Kilpatrick,SG,28,MIL,23,0,8.9,1.3,3.6,.378,0.6,2.0,.283,0.8,1.6,.500,.457,0.8,0.8,.947,0.0,1.0,1.1,0.7,0.2,0.0,0.4,0.7,4.0
Sean Kilpatrick,SG,28,LAC,4,0,9.5,1.8,4.5,.389,0.8,1.8,.429,1.0,2.8,.364,.472,0.5,0.5,1.000,0.0,0.5,0.5,0.8,0.0,0.0,0.3,0.5,4.8
Maxi Kleber,PF,26,DAL,61,35,16.2,2.0,4.2,.471,0.5,1.6,.286,1.5,2.6,.586,.525,0.6,0.8,.714,1.0,1.9,2.9,0.7,0.4,0.6,0.4,1.6,5.0
Furkan Korkmaz,SG,20,PHI,6,0,5.3,0.5,2.0,.250,0.2,1.3,.125,0.3,0.7,.500,.292,0.3,0.3,1.000,0.3,0.7,1.0,0.3,0.2,0.0,0.2,0.7,1.5
Luke Kornet,PF,22,NYK,10,1,12.0,1.9,5.4,.352,1.0,3.5,.286,0.9,1.9,.474,.444,0.1,0.2,.500,0.9,2.0,2.9,0.7,0.3,0.9,0.2,0.7,4.9
Kyle Korver,SG,36,CLE,69,3,21.8,3.1,6.8,.458,2.3,5.3,.440,0.8,1.5,.524,.630,0.9,1.0,.884,0.1,2.1,2.2,1.2,0.4,0.4,0.7,1.7,9.4
Kosta Koufos,C,28,SAC,67,13,19.4,3.0,5.4,.560,0.0,0.0,,3.0,5.4,.560,.560,0.5,1.0,.443,2.1,4.5,6.6,1.2,0.6,0.4,0.7,2.0,6.5
Kyle Kuzma,PF,22,LAL,68,29,30.3,5.9,13.2,.449,2.0,5.4,.366,3.9,7.7,.508,.525,1.8,2.5,.706,1.2,5.0,6.2,1.8,0.6,0.5,1.7,2.1,15.6
Mindaugas Kuzminskas,SF,28,NYK,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skal Labissiere,PF,21,SAC,54,22,20.0,3.4,7.3,.461,0.3,0.7,.405,3.1,6.6,.466,.480,1.6,2.0,.789,1.6,3.0,4.6,1.1,0.4,0.8,1.1,2.2,8.6
Jeremy Lamb,SG,25,CHO,71,16,24.6,4.8,10.6,.454,1.1,3.2,.358,3.7,7.5,.495,.508,2.4,2.7,.861,0.7,3.5,4.1,2.2,0.8,0.4,1.2,1.8,13.2
Shane Larkin,PG,25,BOS,46,1,12.6,1.4,3.6,.400,0.6,1.5,.382,0.9,2.1,.412,.479,0.6,0.6,.897,0.2,1.1,1.3,1.3,0.5,0.0,0.6,1.0,4.0
Joffrey Lauvergne,C,26,SAS,50,1,10.1,1.9,3.6,.520,0.0,0.1,.000,1.9,3.5,.534,.520,0.6,0.9,.651,1.2,2.1,3.3,0.8,0.2,0.1,0.6,0.9,4.3
Zach LaVine,SG,22,CHI,24,24,27.3,5.7,14.8,.383,1.8,5.1,.341,3.9,9.7,.405,.442,3.6,4.5,.813,0.4,3.5,3.9,3.0,1.0,0.2,1.8,2.3,16.7
Jake Layman,SF,23,POR,31,1,4.9,0.4,1.4,.273,0.1,0.6,.211,0.3,0.8,.320,.318,0.1,0.1,.667,0.1,0.3,0.5,0.3,0.2,0.1,0.2,0.4,1.0
T.J. Leaf,PF,20,IND,49,0,8.7,1.2,2.5,.471,0.4,0.8,.462,0.8,1.7,.476,.545,0.2,0.2,.667,0.5,1.0,1.6,0.2,0.1,0.1,0.2,0.9,2.9
Courtney Lee,SG,32,NYK,69,67,30.9,4.5,10.1,.449,1.5,3.7,.403,3.0,6.4,.476,.524,1.6,1.8,.917,0.4,2.6,3.0,2.5,1.1,0.2,1.2,1.5,12.2
Damion Lee,SG,25,ATL,4,1,24.0,3.3,7.5,.433,1.5,3.8,.400,1.8,3.8,.467,.533,1.8,2.5,.700,0.3,3.3,3.5,1.3,0.8,0.0,0.5,1.3,9.8
"Walt Lemon, Jr.",PG,25,NOP,5,0,7.0,1.4,3.2,.438,0.2,0.2,1.000,1.2,3.0,.400,.469,0.4,0.6,.667,0.0,0.4,0.4,1.0,0.0,0.2,0.8,1.0,3.4
Alex Len,C,24,PHO,62,11,19.8,2.9,5.1,.563,0.0,0.0,,2.9,5.1,.563,.563,2.2,3.2,.701,2.5,5.0,7.5,1.1,0.4,1.0,1.1,2.3,8.0
Kawhi Leonard,SF,26,SAS,9,9,23.3,5.8,12.3,.468,1.2,3.9,.314,4.6,8.4,.539,.518,3.4,4.2,.816,0.7,4.0,4.7,2.3,2.0,1.0,1.8,1.0,16.2
Meyers Leonard,C,25,POR,27,2,7.6,1.3,2.3,.581,0.3,0.8,.429,1.0,1.5,.659,.653,0.3,0.4,.800,0.4,1.7,2.0,0.5,0.2,0.0,0.3,1.0,3.3
Jon Leuer,PF,28,DET,8,0,17.0,1.9,4.5,.417,0.0,0.4,.000,1.9,4.1,.455,.417,1.6,1.9,.867,0.9,3.1,4.0,0.6,0.1,0.4,0.9,2.0,5.4
Caris LeVert,SF,23,BRK,62,9,26.0,4.5,10.3,.439,1.2,3.4,.358,3.3,6.9,.479,.498,1.9,2.7,.704,0.8,2.9,3.7,4.0,1.1,0.3,2.2,2.2,12.2
DeAndre Liggins,SG,29,TOT,52,3,13.0,0.8,1.9,.412,0.4,1.0,.380,0.4,0.9,.447,.510,0.0,0.1,.400,0.1,1.2,1.3,0.8,0.7,0.3,0.3,1.5,1.9
DeAndre Liggins,SG,29,MIL,31,1,15.5,0.7,2.1,.338,0.4,1.2,.306,0.4,0.9,.379,.423,0.1,0.2,.400,0.2,1.4,1.6,0.9,0.9,0.3,0.4,2.0,1.8
DeAndre Liggins,SG,29,NOP,21,2,9.3,0.9,1.5,.563,0.4,0.7,.571,0.5,0.9,.556,.688,0.0,0.0,,0.1,0.9,1.0,0.8,0.5,0.1,0.2,0.8,2.1
Damian Lillard,PG,27,POR,64,64,36.4,8.4,19.1,.441,3.1,8.5,.371,5.3,10.6,.496,.523,6.7,7.3,.914,0.7,3.7,4.4,6.5,1.0,0.4,3.0,1.6,26.6
Jeremy Lin,PG,29,BRK,1,1,25.0,5.0,12.0,.417,1.0,2.0,.500,4.0,10.0,.400,.458,7.0,7.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,18.0
Shaun Livingston,PG,32,GSW,62,7,15.8,2.4,4.8,.502,0.0,0.0,.000,2.4,4.7,.507,.502,0.7,0.9,.830,0.4,1.4,1.8,2.0,0.5,0.3,0.8,1.7,5.5
Kevon Looney,C,21,GSW,56,1,12.0,1.5,2.5,.586,0.0,0.0,.000,1.5,2.5,.594,.586,0.6,1.1,.500,1.2,1.7,2.9,0.5,0.4,0.7,0.4,1.5,3.5
Brook Lopez,C,29,LAL,62,60,22.9,5.0,10.7,.465,1.6,4.5,.351,3.4,6.2,.548,.539,1.4,2.0,.685,1.1,2.9,3.9,1.6,0.4,1.4,1.4,2.7,12.9
Robin Lopez,C,29,CHI,61,61,26.6,5.4,10.2,.532,0.1,0.2,.333,5.4,10.0,.536,.535,1.1,1.4,.761,2.1,2.4,4.5,2.0,0.2,0.8,1.7,1.7,12.0
Kevin Love,C,29,CLE,50,50,27.9,5.8,12.6,.463,2.3,5.5,.411,3.6,7.1,.503,.552,4.1,4.6,.883,1.9,7.5,9.4,1.7,0.7,0.4,1.5,2.0,18.0
Kyle Lowry,PG,31,TOR,68,68,32.1,5.3,12.2,.431,3.1,7.7,.403,2.2,4.5,.477,.557,3.1,3.6,.856,0.9,4.6,5.6,6.7,1.2,0.2,2.3,2.5,16.6
Timothe Luwawu-Cabarrot,SF,22,PHI,52,7,15.5,1.9,5.1,.375,1.0,3.0,.335,0.9,2.1,.431,.474,0.9,1.1,.793,0.3,1.1,1.4,1.0,0.2,0.1,0.7,1.9,5.8
Tyler Lydon,PF,21,DEN,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles,PF,22,DEN,65,2,19.9,3.9,8.0,.489,1.2,3.2,.385,2.7,4.8,.558,.566,1.4,2.1,.696,0.8,4.2,5.0,1.2,0.5,0.5,0.9,1.6,10.4
Shelvin Mack,PG,27,ORL,58,3,19.1,2.4,5.5,.442,0.6,1.8,.363,1.8,3.8,.479,.500,1.0,1.4,.747,0.3,2.0,2.3,3.7,0.7,0.1,1.3,1.3,6.6
Josh Magette,PG,28,ATL,13,0,8.8,0.6,1.7,.364,0.3,0.8,.400,0.3,0.9,.333,.455,0.6,0.6,1.000,0.2,0.6,0.8,2.8,0.3,0.0,0.3,0.5,2.2
Ian Mahinmi,C,31,WAS,68,0,15.0,1.8,3.1,.570,0.0,0.0,.000,1.8,3.1,.575,.570,1.3,1.8,.717,1.8,2.3,4.1,0.7,0.5,0.6,1.3,3.1,4.9
Thon Maker,C,20,MIL,69,12,17.0,1.8,4.3,.420,0.4,1.4,.306,1.4,2.9,.477,.471,0.9,1.2,.706,1.0,2.1,3.2,0.6,0.5,0.7,0.6,2.2,4.9
Boban Marjanovic,C,29,TOT,30,1,8.3,1.9,3.7,.518,0.0,0.0,,1.9,3.7,.518,.518,1.7,2.0,.833,1.0,2.2,3.2,0.6,0.3,0.3,1.0,1.3,5.5
Boban Marjanovic,C,29,DET,19,1,9.0,2.2,4.2,.519,0.0,0.0,,2.2,4.2,.519,.519,1.9,2.4,.800,0.8,2.2,3.0,0.7,0.2,0.3,1.2,1.5,6.2
Boban Marjanovic,C,29,LAC,11,0,7.2,1.5,3.0,.515,0.0,0.0,,1.5,3.0,.515,.515,1.3,1.4,.933,1.4,2.1,3.5,0.3,0.4,0.4,0.6,0.9,4.4
Lauri Markkanen,PF,20,CHI,60,60,30.4,5.5,12.8,.426,2.1,6.0,.345,3.4,6.8,.498,.507,1.9,2.2,.865,1.2,6.4,7.6,1.2,0.6,0.6,1.2,1.5,14.9
Jarell Martin,PF,23,MEM,66,29,21.9,2.9,6.4,.448,0.5,1.3,.361,2.4,5.2,.469,.483,1.3,1.6,.778,1.3,2.8,4.1,1.0,0.6,0.7,1.1,2.9,7.5
Frank Mason,PG,23,SAC,44,2,18.8,2.7,7.1,.381,0.6,1.5,.388,2.1,5.6,.380,.423,1.8,2.3,.818,0.6,1.8,2.4,2.8,0.8,0.2,1.3,1.4,7.8
Mangok Mathiang,C,25,CHO,3,0,3.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.3,1.7,2.0,0.0,0.0,0.0,0.0,0.7,0.0
Wesley Matthews,SF,31,DAL,63,62,33.8,4.5,11.1,.406,2.4,6.4,.381,2.1,4.7,.441,.516,1.3,1.6,.822,0.4,2.7,3.1,2.7,1.2,0.3,1.3,2.2,12.7
Luc Mbah a Moute,PF,31,HOU,54,14,26.4,2.8,5.7,.487,1.0,2.9,.359,1.7,2.8,.618,.578,1.1,1.6,.706,0.4,2.8,3.2,1.0,1.0,0.4,1.2,1.7,7.7
James Michael McAdoo,PF,25,PHI,3,0,6.0,0.7,2.3,.286,0.7,2.3,.286,0.0,0.0,,.429,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,2.7
Patrick McCaw,SG,22,GSW,52,6,15.8,1.5,3.5,.431,0.3,1.3,.242,1.2,2.2,.539,.475,0.4,0.5,.704,0.3,1.1,1.4,1.4,0.8,0.2,0.7,1.1,3.7
C.J. McCollum,SG,26,POR,70,70,36.0,8.2,18.4,.447,2.4,5.9,.412,5.8,12.5,.464,.513,2.7,3.2,.842,0.6,3.3,3.9,3.2,0.9,0.4,1.8,2.1,21.5
